Company Name,Title,Location,Stipend,Work From Home
Grey Elephants Private Limited,Graphic Design and Social Media Marketing,Mumbai,"₹ 8,000 /month",No
Vishesh Technology,Business Development (Sales),Work From Home,"₹ 5,000 /month",Yes
Agile Parking Solutions Private Limited,Market Research,Work From Home,"₹ 28,000 /month",Yes
Agile Parking Solutions Private Limited,Market Research,Hyderabad,"₹ 28,000 /month",No
Agile Parking Solutions Private Limited,Market Research,Mumbai,"₹ 28,000 /month",No
Tasuvure,Accounts,Work From Home,"₹ 7,500-12,500 /month",Yes
Indian Saga,Social Media Marketing,Work From Home,"₹ 5,000-10,000 /month",Yes
United9 Entertainment,Human Resources (HR) & Administration,Noida,"₹ 3,000 /month",No
ITC Limited (Education And Stationery Business Division),Market Research,Work From Home,"₹ 2,000-3,000 /month",Yes
WAO Podium,Theatre & Film Production,Mumbai,"₹ 4,000-8,000 /month",No
Sayash Interiors,Interior Design,Work From Home,"₹ 2,000 /month",Yes
Cyber Chord Technologies Private Limited,Graphic Design,Amritsar,"₹ 10,000 /month",No
Humors Tech Private Limited,Mobile App Development,Delhi,"₹ 7,500 /month",No
DSB Virtual World Pvt Ltd,Website Development,Mumbai,"₹ 3,000-5,000 /month",No
Zertain,Sales & Marketing,Central,"₹ 8,000 /month",No
India Clean Energy,Digital Marketing (AI),Work From Home,"₹ 2,000 /month",Yes
AHURA TECHNOSOFT LLP,Flutter Development,Hyderabad,"₹ 5,000-10,000 /month",No
Avegen,Project Management,Work From Home,"₹ 15,000 /month",Yes
Netscape India Private Limited,Business Strategy,Pune,"₹ 2,000 /month",No
Digilegal Infotech,Telecalling,Mumbai,"₹ 5,000-10,000 /month",No
Valcreate Investment Managers LLP,Investment,Work From Home,"₹ 10,000-12,000 /month",Yes
Siddhanta Evolv,Content Writing,Work From Home,"₹ 2,000-5,000 /month",Yes
Budding Influencers,Influencer Marketing,Gurgaon,"₹ 6,000 /month",No
Accredian,Product Management Research,Bangalore,"₹ 15,000 /month",No
Awaywegoo Travel & Languages Private Limited,Graphic Design,Mumbai,"₹ 5,000 /month",No
Weboin Technologies Private Limited,Digital Marketing,Delhi,"₹ 8,000 /month",No
The Marketing Samurai,Video Making/Editing,Gurgaon,"₹ 10,000 /month",No
Positive Investment By Sagar Manohar Ghosalkar,Customer Service,Noida,"₹ 3,000 /month",No
Innovision360,Digital Administration,Pune,"₹ 10,000 /month",No
AppLocum International LLP - India,Flutter Development,Mumbai,"₹ 5,000 /month",No
Humming Herbs,Affiliate Marketing Management,Chennai,"₹ 10,000-15,000 /month",No
Skuad,Company Secretary (CS),Work From Home,"₹ 15,000 /month",Yes
Steel Shine,Accounting,Work From Home,"₹ 10,000-15,000 /month",Yes
Asear Healthcare Private Limited,Social Media/Influencer Marketing,Mumbai,"₹ 12,000 /month",No
Varshil Khatri,Finance & Accounting,Work From Home,"₹ 5,000 /month",Yes
Fit As Fiddle Ecommerce Services Private Ltd,Sales And Marketing,Indore,"₹ 6,000 /month",No
Zucol Group Of Companies,HR,Work From Home,"₹ 8,000 /month",Yes
Cookr,Marketing,Chandigarh,"₹ 4,000 /month +  Incentives",No
Urban Yogi,Social Engagement and Sampling,Ludhiana,₹ 300-500 /week,No
Crescent Foundry,Industrial Engineering,Work From Home,"₹ 15,000 /month",Yes
ABC Consultants,Talent Acquisition,Work From Home,"₹ 10,000 /month",Yes
Commitbiz Management Consultants,Content Writing,Work From Home,"₹ 20,000 /month",Yes
Ladder Media,Quality Analyst,Work From Home,"₹ 10,000 /month",Yes
Astrotalk,Social Media Strategy,Work From Home,"₹ 8,000 /month",Yes
Blackcoffer,Social Media Marketing (Influencing),Work From Home,"₹ 2,000 /month",Yes
Skynet Secure Solutions,Forensics Accounting & Fraud Investigations,Work From Home,"₹ 5,000-10,000 /month",Yes
MyMandap,Technical Content Writing,Work From Home,"₹ 5,000 /month",Yes
Kalkee Puja,Human Resources (HR),Work From Home,"₹ 1,000 /month +  Incentives",Yes
The Global Event Planners,Social Media Marketing,Work From Home,"₹ 1,000-25,000 /month",Yes
Agil Palani,Operations,Work From Home,"₹ 7,000 /month",Yes
Opinione,Market Research,Noida,"₹ 1,000 /month +  Incentives",No
Job Master,Social Media Marketing,Chandigarh,"₹ 1,000 /month +  Incentives",No
Camsense India Private Limited,SEO,Mohali,"₹ 6,000 /month",No
Ostello India Private Limited,Business Development (Sales),Jaipur,"₹ 4,000-7,000 /month",No
Whizz Kidzs Academy Pvt Ltd.,Social Media Content Creation,Gurgaon,"₹ 3,000-7,000 /month",No
Crossing Hurdles,Operations,Mumbai,"₹ 20,000-30,000 /month",No
Direct Merchant,WordPress Design & Development,Mumbai,"₹ 5,000 /month",No
FLY HIGH ACADEMY,Online Teaching,Hyderabad,"₹ 1,000 /month",No
Tuitions360,Content Writing,Delhi,"₹ 4,000-10,000 /month",No
IHCL (The Indian Hotels Company Limited - Taj Group),Human Resources - Apprenticeship,Delhi,"₹ 5,000 /month",No
Spearmint Technology,Content Writing,Delhi,"₹ 5,000 /month",No
Placid Tripncare Travels Pvt. Ltd.,Search Engine Optimization (SEO),Navi Mumbai,"₹ 5,000 /month",No
Narigiri's Connect To Universe Private Limited,Quran - Online Tutoring,Gurgaon,"₹ 1,500-8,000 /month",No
Across The Globe (ATG),Public Relations,Work From Home,"₹ 1,500 /month",Yes
Stirring Minds,Customer Support,Delhi,"₹ 15,000-18,000 /month",No
Mayura Evenements,Event Management,Work From Home,"₹ 4,000 /month +  Incentives",Yes
Isourse,Business Analytics,Kolkata,"₹ 20,000 /month",No
Cambay Tiger,Marketing,Work From Home,"₹ 5,000 /month",Yes
FuelBuddy,Enterprise Resource Planning Implementation,Work From Home,"₹ 10,000 /month",Yes
Zimeshare Technologies (OPC) Private Limited,PHP Development - BizBot Plugin Development,Delhi,"₹ 3,000 /month",No
Swaraag Fusion,Social Media Marketing,Work From Home,"₹ 10,000 /month",Yes
Qoulomb,Content Writing,Work From Home,"₹ 3,000 /month",Yes
Monami Hospitality Private Limited (Myroomie),Marketing,Chennai,"₹ 10,000-15,000 /month",No
Gamahouse Publishing,Data Entry,Pune,"₹ 3,000 /month",No
Gamahouse Publishing,Data Entry,Gurgaon,"₹ 2,000 /month",No
IIC INTERACTIVE LABS PRIVATE LIMITED (Ink In Caps),Content Writing & Social Media,Delhi,"₹ 7,000-10,000 /month",No
Taiyō,Web Scraper (Python Data Engineer),Bangalore,"₹ 15,000 /month",No
Eurodreams Eduverseas Private Limited,Academic Counseling,Chennai,"₹ 5,000 /month",No
Group Futurista,Event Sales Executive,Ahmedabad,"₹ 5,000-8,000 /month",No
Ceyone Marketing Private Limited,Digital Marketing,Delhi,"₹ 15,000 /month",No
Endeavor Academy,Subject Matter Expert - Advanced Physics,Delhi,"₹ 5,000 /month +  Incentives",No
Ozibook Tech Solutions Private Limited,Business Analytics,Chandigarh,"₹ 1,000 /month",No
Kutumb Aspiration,Finance And Tax Compliances,Bangalore,"₹ 1,000 /month",No
Filter Mocha,Content Writing,Mumbai,"₹ 4,000 /month",No
Euro Dreams Eduverseas Private Limited,Customer Relationship Management,Bangalore,"₹ 5,000 /month",No
Across The Globe (ATG),Human Resources (Technical),Work From Home,"₹ 2,000-4,000 /month",Yes
Across The Globe (ATG),Human Resources (HR),Ahmedabad,"₹ 1,200-1,500 /month",No
Blackcoffer,Marketing,Pune,"₹ 5,000 /month",No
IIC INTERACTIVE LABS PRIVATE LIMITED (Ink In Caps),Social Media & Content Writing,Work From Home,"₹ 7,000-10,000 /month",Yes
Euro Dreams Eduverseas Private Limited,Backend Office Operations,Mumbai,"₹ 5,000 /month",No
Blackcoffer,Business Development,Mumbai,"₹ 6,000-12,000 /month",No
Blackcoffer,Python Full Stack Development,Work From Home,"₹ 8,000-12,000 /month",Yes
Endeavor Academy,Subject Matter Expert (SME)- Mechanical Engineering,Mumbai,"₹ 5,000 /month +  Incentives",No
Okay Done Media,Social Media Marketing,Work From Home,"₹ 10,000 /month",Yes
Endeavor Academy,Subject Matter Expert (SME) - Economics,Work From Home,"₹ 5,000 /month +  Incentives",Yes
SG Gurukul - NISM & Digital Marketing Institute And Agency,Marketing,Chennai,"₹ 4,000-5,000 /month",No
HopeQure Wellness Solutions Private Limited,Search Engine Optimization (SEO),Work From Home,"₹ 3,000 /month +  Incentives",Yes
EduAlpha (Northstar Learning Solutions),Social Media Marketing,Mumbai,"₹ 5,000 /month",No
Brihat Infotech Private Limited,UI/UX Design,Vasai-Virar,"₹ 2,000 /month",No
DCNPL Private Limited,Operations (eCommerce),Ahmedabad,"₹ 2,000 /month",No
Showoffclicks,Business Development (Sales),Chandigarh,"₹ 8,000 /month",No
Bombay Hemp Company Private Limited,Customer Success & Marketplace (Medical/Pharma),Delhi,"₹ 5,000 /month",No
Ally Digital Media,Website Design/Wordpress,Gurgaon,"₹ 8,000 /month",No
Hikewise,Video Presentation,Gurgaon,"₹ 5,000 /month",No
Kutumb Aspiration,Web Development,Delhi,"₹ 1,000 /month",No
Ashoka Purestudy Technologies Pvt Ltd,Human Resources (HR),Gurgaon,"₹ 5,000 /month",No
Elementals.ai,AI Research,Ahmedabad,"₹ 15,000 /month +  Incentives",No
Gur Naal Ishq,Social Media Marketing & PR,Mumbai,"₹ 8,000-10,000 /month",No
Compliance Clexservices Private Limited,Consultancy,Gurgaon,"₹ 5,000-10,000 /month",No
AMS MARINE SERVICES PRIVATE LIMITED,Administration,Chennai,"₹ 15,000 /month",No
Design Accent,Graphic Design,Coimbatore,"₹ 8,000 /month",No
Jamboree Education Private Limited,Digital Marketing,Work From Home,"₹ 3,000 /month +  Incentives",Yes
Vaishali Kaur Chawla,Social Media Management,Kolkata,"₹ 5,000 /month",No
Staunch Recruitment Consultants,Human Resources (HR),Delhi,"₹ 4,000 /month",No
India Dye Chem Private Limited,Data Entry Operations,Mumbai,"₹ 10,000 /month",No
Shadow Knight Gaming,Anime Content Writing,Bangalore,"₹ 3,000 /month",No
Incra Soft Private Limited,Flutter Development,Work From Home,"₹ 3,000 /month +  Incentives",Yes
Oxygen To Innovation,Simulators/AR/VR Development,Work From Home,"₹ 15,000 /month",Yes
One Take Media Company,Business Development (Sales),Work From Home,"₹ 15,000 /month",Yes
Cargosol Logistics Limited,HR,Mumbai,"₹ 7,500 /month",No
Yash Realty Group,Business Development (Sales),Work From Home,"₹ 10,000-18,000 /month",Yes
CHARITISM,Content Creation,Work From Home,"₹ 9,000 /month",Yes
AirBrick Infra Private Limited,Finance & Procurement,Work From Home,"₹ 6,000 /month",Yes
Covana,Marketing,Bangalore,"₹ 5,000 /month",No
Karyarth Consultants,Search Engine Optimization (SEO),Work From Home,"₹ 3,000-5,000 /month",Yes
Headzup,Creative Copywriting,Work From Home,"₹ 6,000-10,000 /month",Yes
SeaportAI,Digital Marketing,West,"₹ 5,000 /month",No
Ayati Devices Private Limited,Hardware And Embedded Systems,Delhi,"₹ 10,000-20,000 /month",No
KGS Fintech Private Limited (Capitall),Software Testing,Work From Home,"₹ 5,000-7,000 /month",Yes
VOZIQ,Business Development,Ahmedabad,"₹ 10,000 /month",No
Money Making Trading Courses,Digital Marketing (Automation Expert),Bangalore,"₹ 7,000 /month",No
Defigo Solutions 4u Private Limited,Graphic Design,Work From Home,"₹ 3,000 /month",Yes
Adbeats Media Private Limited,Business Development (Sales),Kolkata,"₹ 2,000 /month +  Incentives",No
Adbeats Media Private Limited,Business Development (Sales),Work From Home,"₹ 2,000 /month +  Incentives",Yes
GAME - Gaming Gone Epic,Social Media Marketing,Work From Home,"₹ 5,500 /month",Yes
Ainapur Institute Of Management,MBA Marketing,Delhi,"₹ 9,000 /month",No
Brandintelle,Product Marketing,Pune,"₹ 10,000 /month",No
"Yourbuca S.L. (Madrid, Spain)",Social Media Marketing,Delhi,"₹ 10,000 /month +  Incentives",No
Kaash,Graphic Design,Mumbai,"₹ 3,000-4,500 /month",No
Chowkhat,Sales,Gurgaon,"₹ 3,000-15,000 /month",No
Wordweavers,Corporate Sales,Work From Home,"₹ 3,000 /month +  Incentives",Yes
Saregama India Limited,Video Editing,Jaipur,"₹ 5,000-10,000 /month",No
Legal Youth Council,Project Management (SM),Work From Home,"₹ 1,000 /month +  Incentives",Yes
The Lion Law,Content Development (English),Bangalore,"₹ 8,000 /month +  Incentives",No
Buddha Education Association Incorporation,Artificial Intelligence (AI),Work From Home,"₹ 15,000 /month",Yes
Digital Plate,Social Media Marketing,Work From Home,"₹ 3,000-5,000 /month",Yes
Sanchit Verma,Performance Marketing,Mumbai,"₹ 7,000 /month",No
Tread On Media,Sales,Work From Home,"₹ 6,000 /month +  Incentives",Yes
Endeavor Academy,Subject Matter Expert (SME) - Advanced Math,Indore,"₹ 5,000 /month +  Incentives",No
Skitbit,3D Modeling,Work From Home,"₹ 12,000 /month +  Incentives",Yes
Endeavor Academy,Subject Matter Expert (SME) - Statistics & Probability,Bangalore,"₹ 5,000 /month +  Incentives",No
Buddha Education Association Incorporation,Social Media Marketing,Work From Home,"₹ 10,000 /month",Yes
TechWhoop,Digital Marketing,Work From Home,"₹ 3,000 /month",Yes
Isourse,API Development,Work From Home,"₹ 20,000 /month",Yes
Endeavor Academy,Subject Matter Expert (SME) - Operations Management,Chennai,"₹ 5,000 /month +  Incentives",No
UnitedOver LLC,PHP Development,Indore,"₹ 3,000-8,000 /month",No
Third Wave Coffee,Barista Training,Work From Home,"₹ 10,000 /month",Yes
Crossing Hurdles,Digital Marketing,Work From Home,"₹ 20,000-30,000 /month",Yes
Endeavor Academy,Subject Matter Expert (SME) - Statistics (Video Solutions),Work From Home,"₹ 5,000 /month +  Incentives",Yes
Endeavor Academy,Subject Matter Expert (SME) - Calculus (Video Solutions),Mumbai,"₹ 5,000 /month +  Incentives",No
Buzz Up Marketing,Social Media Marketing,Indore,"₹ 15,000-20,000 /month",No
OSWAL STEEL,Accounting & Tally,Work From Home,"₹ 5,000 /month",Yes
Legend Square,Social Media Marketing And MIS,Work From Home,"₹ 7,000-10,000 /month",Yes
Quantum IT Innovation,Front End Development,Work From Home,"₹ 8,000-15,000 /month",Yes
Cleantech Solar,Data Analytics – O&M,Bangalore,"₹ 25,000 /month",No
Unity Internet Private Limited,Android Kotlin Development,Work From Home,"₹ 10,000 /month",Yes
Clotheist Creations OPC Private Limited,Search Engine Optimization (SEO),Indore,"₹ 1,000 /month",No
Augmentable Marketing Solutions PVT LTD,Sales,Work From Home,"₹ 5,000-7,000 /month",Yes
Trampoline,Content Development (English),Ajmer,"₹ 10,000-15,000 /month",No
Bharat Branding Services,Content Writing,Alwar,"₹ 5,000 /month +  Incentives",No
Simble Johney,Video Making/Editing,Kota,"₹ 5,000 /month",No
Quantum IT Innovation,Business Development (Sales),Work From Home,"₹ 8,000-15,000 /month",Yes
PM BILLIARDS,Project Assistant (Management/Logistics),Work From Home,"₹ 6,000 /month",Yes
Rhine Retails Private Limited,Fashion Design And Merchandising,Work From Home,"₹ 3,000-5,000 /month",Yes
Singlepoint Solutions,Market Research,Thane,"₹ 8,000 /month",No
HappiMynd,Program Management (Torch Bearer),Thane,"₹ 1,000-2,000 /month",No
Playing Eleven,Business Development (Sales),Navi Mumbai,"₹ 3,000 /month +  Incentives",No
FoodLab Innovations LLP,Social Media Marketing,Mumbai,"₹ 3,000 /month +  Incentives",No
The Signature Spaces,Social Media Marketing,Mumbai,"₹ 8,000 /month",No
Steel Shine,Telecalling,Work From Home,"₹ 10,000 /month",Yes
One Stop Content Solutions,Marketing,Work From Home,"₹ 3,000 /month",Yes
Techweiler Software Private Limited,Business Development Executive,Pune,"₹ 2,000 /month +  Incentives",No
Bare Wear,Graphic Design,Bangalore,"₹ 7,000-10,000 /month",No
Lohia Constructions,Accounting And Bookkeeping,Mumbai,"₹ 8,000-10,000 /month",No
IG Accelerators,Content Writing,Work From Home,"₹ 5,000 /month",Yes
Logyify India,PR And Outreach Coordination,Visakhapatnam,"₹ 1,000 /month +  Incentives",No
Simi Stove,Business Development,Mumbai,"₹ 5,000 /month +  Incentives",No
Cross Right,Administration & Business Development,Lucknow,"₹ 5,000 /month",No
Centena Group,Digital Marketing,Chandigarh,"₹ 10,000 /month",No
Impressions Art,Photography,Navi Mumbai,"₹ 5,000 /month",No
Prodigiter,Content Writing,Delhi,"₹ 5,000-7,000 /month",No
VOZIQ AI,Graphic Design,Noida,"₹ 10,000 /month",No
Ideaboat Solutions LLP,Graphic Design,Work From Home,"₹ 3,000 /month",Yes
Legend Group,Social Media Marketing,Hyderabad,"₹ 10,000 /month",No
Aartoon Education,Business Development (Sales),Noida,"₹ 10,000 /month",No
The Pet Vibes,Social Media Marketing,Mumbai,"₹ 2,000 /month",No
WhataPortrait.com,Content Writing,Mumbai,"₹ 8,000-16,000 /month",No
Shopy Dunia,Business Development Head,Pune,"₹ 6,000-10,000 /month",No
Adwaita Educare Private Limited,Telecalling,Jaipur,"₹ 3,000 /month +  Incentives",No
WhataPortrait.com,Photo Compilation/Photo Editing,Delhi,"₹ 6,000 /month",No
Salahuddin Ayyubi Foundation,Book Collection And Awareness,Gurgaon,Unpaid,No
Pawzz,Campaign Support,Work From Home,"₹ 1,500-10,000 lump sum",Yes
Odisha Development Management Programme (ODMP),Fundraising,Work From Home,"₹ 225-5,000 /week",Yes
Belford England,Social Media Marketing,Gurgaon,"₹ 5,000-15,000 /month",No
Protrainy Skilled Learning Private Limited,Campus Ambassador,Work From Home,Performance Based,Yes
Wizda,Social Media Marketing,Bangalore,"₹ 12,000 /month",No
Kannikka Ahuja,Social Media Marketing,Delhi,"₹ 8,000-10,000 /month",No
VD Hosts Internet Private Limited,Graphic Design,Hyderabad,"₹ 2,000 /month",No
Adore Earth,HR Coordination,Navi Mumbai,"₹ 2,000-10,000 /month",No
Action We Empower,Social Impact,Mumbai,Unpaid,No
Eco-Habitat Foundation,Human Resources (HR),Work From Home,Unpaid,Yes
Outreacherz,Business Development (Sales),Work From Home,"₹ 5,000 /month",Yes
Chance,Graphic Design,Work From Home,"₹ 1,000-4,000 /month",Yes
Dharohar Aroma,Social Media Marketing,Work From Home,"₹ 1,000 /month",Yes
Affinivi Private Limited,Accounts,Chennai,"₹ 8,000 /month",No
A&A Consulting Services LLP,Human Resources (HR),Work From Home,"₹ 1,000 /month +  Incentives",Yes
Sirphire,Video Making/Editing,Delhi,"₹ 12,000 /month",No
Dentostack - FESI Technology LLP,Business Development (Sales),Work From Home,"₹ 2,000 /month +  Incentives",Yes
Pawzz,Crowdfunding,Work From Home,"₹ 1,000-10,000 lump sum",Yes
Infigon Futures,Business Development (Sales),Work From Home,"₹ 13,000-20,000 /month",Yes
DigiLeap Marketing Services Private Limited,Content Writing,Gurgaon,"₹ 1,000-2,000 /month",No
DigiLeap Marketing Services Private Limited,Graphic Design,Work From Home,"₹ 2,000 /month",Yes
DigiLeap Marketing Services Private Limited,Digital Marketing,Delhi,"₹ 2,000-3,000 /month",No
Reark Digital Preservation Private Limited,Graphic Design,Work From Home,"₹ 10,000 /month",Yes
