Company Name,Title,Location,Stipend,Work From Home
SAS ONE PRIVATE LIMITED,Field Sales,Jaipur,"₹ 6,000-8,000 /month",No
Fitmaize,Video Editing,Chennai,"₹ 5,000 /month +  Incentives",No
GoProteinFirst,Strategy & Operations,Thiruvananthapuram,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,French TEF - Tutoring,Bangalore,"₹ 10,000-15,000 /month",No
Softworld India Private Limited,React Native Development,Bangalore,"₹ 2,500 /month",No
CatalystBizz,Law/Legal,Work From Home,"₹ 1,500-8,000 /month",Yes
Narigiri's Connect To Universe Private Limited,German GOETHE - Teaching,Bangalore,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Spanish DELE - Teaching,Virar,"₹ 5,000 /month +  Incentives",No
Giant Migration,Sales,Hyderabad,"₹ 3,000 /month",No
Scholarthi,Data Entry,Delhi,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,French DELF Teaching,Ghaziabad,"₹ 12,000 /month",No
Creativeland Asia Private Limited,Client Servicing & Project Management,Noida,"₹ 3,000-7,000 /month",No
ZippMat,Human Resources (HR),Jaipur,"₹ 8,000 /month",No
Camp Automation Pvt. Ltd,Customer Success,Mohali,"₹ 8,000-12,000 /month",No
Woodman Electronics India Private Limited,Sales,Delhi,"₹ 5,000 /month",No
Budding Mariners,Physics Teaching,Work From Home,"₹ 3,000-4,500 /month",Yes
Paaltu,Social Media Content And Marketing,Mumbai,"₹ 5,000 lump sum",No
Lotus Media,Social Media Design And Video Creation,Delhi,"₹ 3,000 lump sum +  Incentives",No
Glucian India Private Limited,Mobile Application Development,Bangalore,"₹ 10,000-15,000 /month",No
Hustlestan,Hybrid Creative (Graphic Design),Jaipur,"₹ 4,000-6,000 /month",No
Nexzen Consulting Group,Search Engine Optimization (SEO) (Specialization),Work From Home,Unpaid,Yes
People For Animals,Law/Legal,Work From Home,"₹ 3,000 /month",Yes
Pariksha Point,Content Writing - Hindi,Jaipur,"₹ 10,000 /month",No
Urbanroof,Business Development (Sales),Work From Home,"₹ 2,000 /month +  Incentives",Yes
HImanshu Art Institute,Fine Art Bfa/mfa or Front Office Assisting,Work From Home,"₹ 5,000 /month",Yes
IPE Global Limited,Human Resources (HR),Work From Home,"₹ 10,000-15,000 /month",Yes
Samerka Consultants Private Limited,Site Engineering (Civil),Delhi,"₹ 8,000 /month",No
Content Tribe,Video Editing,Delhi,"₹ 7,000 /month",No
Integrate 360,Administration,Bangalore,"₹ 5,000 /month",No
D Education Endeavor,Video Making/Editing,Work From Home,"₹ 8,000 /month",Yes
Bulfro Monitech Pvt Ltd,Business Development (Sales),Pune,"₹ 5,000-10,000 /month",No
PlanAProp Realty Private Limited,Digital Marketing,Work From Home,"₹ 12,000-15,000 /month",Yes
CYK Hospitalities Private Limited,Hotel Management (Operations),Hyderabad,"₹ 7,000 /month",No
OG&co,Social Media Management,Amritsar,"₹ 1,000 /month",No
Chitrakala Handloom,Social Media Marketing,Delhi,Unpaid,No
Confederation Of Global Innovators,Talent Acquisition,Work From Home,"₹ 2,000 /month +  Incentives",Yes
BRR SOFTWARES SYSTEMS PRIVATE LIMITED,JavaScript Development,Work From Home,"₹ 5,000-10,000 /month",Yes
India Weblabs Private Limited,Business Development,Work From Home,"₹ 5,000-10,000 /month",Yes
Brancious,Digital Marketing,Work From Home,Unpaid,Yes
Waves Women Empowerment,Volunteering -(English Teaching),Work From Home,"₹ 5,000 /month",Yes
Pritam Patil,Photoshop Specialization,Gurgaon,"₹ 5,000 /month",No
Zeeshan Shaikh Training System,Videography For News Channel,Bangalore,"₹ 1,000 /month +  Incentives",No
MnA Studios,Sales And Marketing,Work From Home,"₹ 8,000-12,000 /month",Yes
Healthelicious Foods,Sales & Marketing,Work From Home,"₹ 3,000-5,000 /month",Yes
CEOMITRA,Marketing,Work From Home,"₹ 8,000 /month",Yes
Adosphere Brandings Private Limited,Graphic Design,Work From Home,"₹ 7,000-12,000 /month",Yes
Sapiens Research And Analysis,Political Research,Work From Home,"₹ 3,000 /month +  Incentives",Yes
Annu Bed Cover,Business Development (Sales),Work From Home,"₹ 12,000-15,000 /month",Yes
JM Financial Asset Management Limited,Human Resources (HR),Jaipur,"₹ 5,000 /month",No
Data Semantics Private Limited,Graphic Design,Work From Home,"₹ 10,000-15,000 /month",Yes
MarianaAI,Marketing & Brand Building,Work From Home,"₹ 1,500-8,000 /month",Yes
Narigiri's Connect To Universe Private Limited,TOEFL Tutoring,Gurgaon,"₹ 5,000-10,000 /month",No
HASSANANDANI ENTERPRISES,Marketing & Documentation,Gurgaon,"₹ 3,000 /month",No
AbhicaryaLane,Visual Design,Work From Home,"₹ 3,000 /month",Yes
Pehchan,Accounts,Bangalore,"₹ 1,000-5,000 /month",No
SocioSift,Social Media Marketing,Work From Home,"₹ 5,000-8,000 /month",Yes
Flipr,Marketing,Work From Home,"₹ 3,000 /month",Yes
Digi Grow Hub Education,Digital Marketing  [Night Shift Only],Work From Home,"₹ 3,000-5,000 /month",Yes
24Megapixels,Video Editing,Mumbai,"₹ 5,000 /month",No
Dietboite,Chef & Nutritionist,Work From Home,"₹ 2,500-6,000 /month",Yes
House Of Jamoti,Fashion Design And Merchandising,Delhi,"₹ 10,000 /month",No
Tour Passion,Website Development - Tour Travel Packages,Ghaziabad,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,PTE Tutoring,Noida,"₹ 8,000 /month",No
Meri Baii,Partnership & Alliance,Noida,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,IELTS Tutoring,Work From Home,"₹ 1,500-8,000 /month",Yes
Narigiri's Connect To Universe Private Limited,GRE - Tutoring,Bangalore,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Hiphop - Tutoring,Work From Home,"₹ 1,500-8,000 /month",Yes
Narigiri's Connect To Universe Private Limited,Western Dance - Tutoring,Thane,"₹ 5,000-10,000 /month",No
Megha Singh,E-commerce,Navi Mumbai,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Kuchipudi Tutoring,Mumbai,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Mohiniyattam Tutoring,Vasai-Virar,"₹ 5,000 /month",No
Libin George,Human Resources (HR),Greater Noida,"₹ 14,000-15,000 /month",No
Bricks 4 Kidz,Teaching,Noida,"₹ 5,000 /month",No
Garima Singh,Executive Assistant - PR And Marketing,Work From Home,Performance Based,Yes
Trivy Technologies Private Limited,Campus Ambassador,Mumbai,"₹ 10,000-12,000 /month",No
Inkwood Research,Business Development (Sales),Work From Home,"₹ 7,000 /month",Yes
Web News Observer,Editorial,Bangalore,"₹ 5,000-15,000 /month",No
FRND,Content Moderation - (Tamil/Telugu),Delhi,"₹ 3,000 /month",No
Visas Abroad Services LLP,Digital Marketing,Work From Home,"₹ 7,000 /month",Yes
P & M Communications,Graphic Design,Noida,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Bharatanatyam Tutoring,Work From Home,"₹ 8,000-10,000 /month",Yes
Apeiro Energy Private Limited,Project Engineering - Electrical Department,Work From Home,"₹ 1,500-8,000 /month",Yes
Narigiri's Connect To Universe Private Limited,Vedic Math Tutoring,Mumbai,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Drums Tutoring,Work From Home,"₹ 1,500-8,000 /month",Yes
Narigiri's Connect To Universe Private Limited,Tabla Tutoring,Hyderabad,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Veena Tutoring,Delhi,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Flute Tutoring,Thane,"₹ 5,000 /month +  Incentives",No
Endeavor Academy,Subject Matter Expert (SME) - Accounting (Video Solutions),Gurgaon,"₹ 5,000 /month +  Incentives",No
Endeavor Academy,Subject Matter Expert - Chemistry (Video Solutions),Bhopal,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Harmonium Tutoring,Mumbai,"₹ 1,000 /month",No
KBN Communication,Business Development (Sales),Ahmedabad,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Tutoring - Drawing,Work From Home,"₹ 1,500-8,000 /month",Yes
Narigiri's Connect To Universe Private Limited,Violin Tutoring,Bangalore,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Piano Tutoring,Mumbai,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Painting Tutoring,Noida,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Keyboard Music Tutoring,Pune,"₹ 6,000 /month",No
Budding Mariners,YouTube Management,Salem,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Chess Tutoring,Work From Home,"₹ 1,500-8,000 /month",Yes
Narigiri's Connect To Universe Private Limited,Guitar Tutoring,Pune,"₹ 10,000 /month",No
MobbyPark,Operations,Lucknow,"₹ 1,000 /month +  Incentives",No
Trivy Technologies Private Limited,Event Management,Jaipur,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Application Building Tutoring,Work From Home,"₹ 1,500-8,000 /month",Yes
Narigiri's Connect To Universe Private Limited,Game Development Tutoring,Chennai,"₹ 2,000 /month",No
Budding Mariners,Reels Editing,Work From Home,"₹ 5,000-10,000 /month",Yes
Augrade Private Limited,Data Analytics & Labelling,Delhi,"₹ 5,000 /month",No
Eduversity Of Danmark,Business Development (Sales),Hyderabad,"₹ 2,000 /month",No
Pixonix Software Technology,.NET Development,Delhi,"₹ 8,000-12,000 /month",No
Heterize Infotech Private Limited,Business Development,Work From Home,"₹ 5,000 /month",Yes
Bold Branding Digital,Digital Marketing,Work From Home,"₹ 10,000-25,000 /month",Yes
Coherent Lab LLP,Human Resources (Fresher/experienced),Gurgaon,"₹ 10,000-12,000 /month",No
KinderArt Impex,Social Media Marketing,Amritsar,"₹ 5,000 /month",No
Vogabe Advisors Private Limited,Investment Research,Pune,"₹ 6,000-10,000 /month",No
Modern Ape Private Limited,Project Assistant (Management/Logistics),Work From Home,"₹ 2,000-2,500 /month",Yes
Make Indias,Digital Marketing,Gurgaon,"₹ 3,000 /month +  Incentives",No
Saraswati Vidyamandir,Microsoft PowerPoint,Vadodara,"₹ 6,000-8,000 /month",No
Lakshvi Foundation,Telecalling,Mumbai,"₹ 15,000 /month",No
Plunes Technologies Private Limited,Medical,Work From Home,"₹ 6,000 /month",Yes
NCR Eduservices Private Limited,Digital Marketing,Kolkata,"₹ 5,000 /month +  Incentives",No
Now Now,Business Development (Sales),Indore,"₹ 6,000-8,000 /month",No
Fork Media Group,Influencer Marketing,Mumbai,"₹ 5,000 /month",No
Arcitech,Accounts,Gurgaon,"₹ 10,000 /month",No
M&L Consulting Private Limited,Social Media Marketing,Mumbai,"₹ 3,000 /month",No
Yelefo,Project Assistant (Management/Logistics),Work From Home,"₹ 1,500 /month",Yes
Yorteks,Search Engine Optimization,Jaipur,"₹ 1,000 /month +  Incentives",No
CustomWorks,Business Development (Sales),Lucknow,"₹ 4,000-8,000 /month",No
Futurama Education,Graphic Design,Work From Home,"₹ 2,000 /month +  Incentives",Yes
Sunraj India Corporation,Graphic Design,Work From Home,"₹ 2,500 /month +  Incentives",Yes
TBS Planet,Content Writing,Work From Home,"₹ 10,000 /month +  Incentives",Yes
Guerdon Kicks,Business Development,Jaipur,"₹ 10,000-15,000 /month",No
Wundrsight,Sales And Business Development,Thane,"₹ 2,000 /month +  Incentives",No
Sayantan Dey,YouTube Video Editing,Work From Home,"₹ 8,000-10,000 /month",Yes
Techsyneric Technologies,E-Commerce Sales,Work From Home,"₹ 2,000 /month",Yes
Life Science Education Trust (LSeT),Human Resources (HR),Delhi,"₹ 4,000 /month",No
Simtrak,Coordination,Surat,"₹ 5,000-8,000 /month",No
IRIS EVENTS,Event Management,Work From Home,"₹ 10,000 /month",Yes
Perfect Skills,PHP Development - Laravel,Mumbai,"₹ 15,000 /month",No
Kapital Learning Solutions,Digital Marketing,Bangalore,"₹ 5,000 /month",No
Shoplify,Business Research For Case Studies,Bangalore,"₹ 8,000 /month +  Incentives",No
"Refresh Kid LLC (Milwaukee, United States)",Business Development (Sales),Bangalore,"₹ 8,000-10,000 /month",No
Automobes LLP,Front Office Counseling,Work From Home,"₹ 1,000 /month +  Incentives",Yes
UNC Mart Private Limited,Telecalling,Work From Home,"₹ 1,000-2,000 /month",Yes
Yuvraj Verma,Digital Marketing,Work From Home,"₹ 6,000-12,000 /month",Yes
ISUREMEDIA,Web Development Project,Work From Home,"₹ 10,000 /month",Yes
Laures Foundation,Content Writing,Faridabad,"₹ 2,000-5,000 /month",No
SG Gurukul - NISM & Digital Marketing Institute And Agency,Digital Marketing,Work From Home,"₹ 7,000 /month",Yes
Perform Digitally,Digital Marketing,Delhi,"₹ 3,000 /month",No
Realty Sector,Digital Marketing,Delhi,"₹ 8,000 /month +  Incentives",No
AbracaDabra Software Solutions Private Limited,Unreal Game Development,Noida,"₹ 10,000 /month",No
Dzylo,Software Testing,Pune,"₹ 5,000 /month",No
FLAXXI AI Private Limited,Business Development,Delhi,"₹ 8,000 /month",No
Career Education Research & Training Council,Human Resources (HR),Ghaziabad,"₹ 15,000-20,000 /month",No
DNY Hospitality Private Limited,Business Strategy EA To CEO,Modinagar,"₹ 15,000 /month",No
Pinkode Realty LLP,Sales,Noida,"₹ 5,000-10,000 /month",No
Quadra Services,Search Engine Optimization (SEO)/Google Ads Professional,Delhi,"₹ 6,000 /month",No
Virtual Pebbles,Marketing Assistance,South,"₹ 3,000-5,000 /month",No
DIGIGIRI ENTERPRISES,Human Resource,Pune,"₹ 2,000-5,000 /month",No
Hikbe Media Group,Graphics Design,Bangalore,"₹ 1,000 /month +  Incentives",No
Indiana Rubbers & Plastics,Online Marketing,Gurgaon,"₹ 1,500 /month",No
Budding Mariners,Thumbnail Editing,Hyderabad,"₹ 2,000 /month",No
Budding Mariners,Content Writing,Work From Home,"₹ 2,000 /month",Yes
Budding Mariners,Telegram Handling,Work From Home,"₹ 2,500 /month",Yes
Budding Mariners,YouTube Video Editing,Hyderabad,"₹ 18,000 lump sum",No
Content Writers Associates Limited,Video Editing (Subtitles Editing),Delhi,"₹ 5,000 /month",No
Sukhakarta Electromech Engineering Private Limited,Technical Writing,Delhi,"₹ 12,000 /month",No
S7works,Backend Development (Python),Work From Home,"₹ 3,000 /month +  Incentives",Yes
ProxyNotes,Business Development (Sales),Work From Home,"₹ 2,000 /month",Yes
Excluto.com,Graphic Design/ Video Editing,Delhi,"₹ 7,000 /month",No
HL Infotech Private Limited,Client Relationship Management,Work From Home,"₹ 5,000-7,000 /month",Yes
Radon Media,Pay Per Click,Bangalore,"₹ 5,000-7,000 /month",No
Startupefilings,Accounting & Taxation,Thane,"₹ 6,000-10,000 /month",No
PeerXP Technologies,Social Media Marketing,Ahmedabad,"₹ 12,000-17,000 /month",No
Graffiti,Customer Service,Delhi,"₹ 10,000-15,000 /month",No
PeerXP Technologies,Business Development (Sales),Bhopal,"₹ 5,000 /month +  Incentives",No
Unimonks,Business Development (Sales),Work From Home,"₹ 2,000-10,000 /month",Yes
MaVY EduSolution,Subject Matter Expert (SME) - Statistics,Mumbai,"₹ 6,000 /month +  Incentives",No
Unimonks,Telecalling,Bangalore,"₹ 6,000 /month +  Incentives",No
Unimonks,Admission Counseling,Bangalore,"₹ 5,000 /month",No
Budding Mariners,Maths Teaching,Work From Home,"₹ 3,000 /month",Yes
Budding Mariners,Mental Ability Teaching,Indore,"₹ 4,005 /month",No
Budding Mariners,Chemistry Teaching,Work From Home,"₹ 5,000 /month",Yes
Budding Mariners,Geography Teaching,Mumbai,"₹ 16,000 /month",No
IRIS Tech Developers,IoT NodeMcu,Work From Home,"₹ 2,000 /month +  Incentives",Yes
Byte Web Solutions,Graphic Design,Bangalore,"₹ 5,000 /month",No
Fuerte Developers,Digital Marketing,Pune,"₹ 2,000-40,000 /month",No
B B Advisory,Foreign Exchange Market,Work From Home,"₹ 10,000-12,000 /month",Yes
Ecultify Advertising LLP,Graphic Design,Bangalore,"₹ 3,000 /month",No
H&M Virtual Services Private Limited,Recruitment,Jaipur,"₹ 10,000 /month",No
Imtihaan Guru,Sales And Business Development,Delhi,"₹ 7,000-12,000 /month",No
Universal Media,Business Development (Sales),Work From Home,"₹ 10,000-20,000 /month",Yes
Maizic.com,Embedded IP Camera Development,Gurgaon,"₹ 8,000 /month",No
TechnoBullz IT Solution,Email Marketing,Work From Home,"₹ 12,000 lump sum",Yes
Saltocorp,"Content Development (Website, Social Media, Blogs, SEO)",Work From Home,"₹ 3,000 /month +  Incentives",Yes
Maaro Lashkara,Sales And Marketing,Work From Home,"₹ 10,000-12,000 /month",Yes
Your Salon CRM,Backend Development,Work From Home,"₹ 3,500 /month +  Incentives",Yes
Suman Publications,Business Development (Sales),Gurgaon,"₹ 4,000 /month",No
Aasvi Interior,3d Drafting,Work From Home,"₹ 1,500-8,000 /month",Yes
Narigiri's Connect To Universe Private Limited,Python Coding Tutoring,Work From Home,"₹ 1,000 /month",Yes
Iha Consulting Services Private Limited,Marketing,Mumbai,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,C++ Coding Tutoring,Delhi,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Java Coding Tutoring,Work From Home,"₹ 7,000 /month",Yes
Plus91 Technologies,Research,Faridabad,"₹ 12,000 /month",No
Riansh Corporate,Workshop And Service Coordination,Delhi,"₹ 8,000 /month",No
Sree Saroj Mines And Minerals,Marketing Lead,Gurgaon,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Scratch Coding Tutoring,Noida,"₹ 5,000 /month +  Incentives",No
Oligosoft Corporation,Management,Thane,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Spanish Tutoring,Navi Mumbai,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Physics ICSE Tutoring,Mumbai,"₹ 3,000 /month +  Incentives",No
Alecado Systems,Video Making/Editing,Work From Home,"₹ 6,000-8,000 /month",Yes
Praj - Rhe Rehab Sphere,Reception Operations,Work From Home,"₹ 1,000 /month",Yes
Kutumb Aspiration,Operations,Delhi,"₹ 6,000-12,000 /month",No
LearnAsYouGo Private Limited,Doubt Solving (Real Time),Ghaziabad,"₹ 5,000 /month",No
DigiSigma,Sales In The Hospitality Industry,Greater Noida,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Western Vocals Tutoring,Noida,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Math ICSE Tutoring,Kolkata,"₹ 15,000-25,000 /month",No
Mayur R Shah & Associates,Semi-Qualified Accounting,Work From Home,"₹ 1,500-8,000 /month",Yes
Narigiri's Connect To Universe Private Limited,Hindustani Vocals Tutoring,Ahmedabad,"₹ 7,000 /month",No
Sterling Building Solutions,HR,Work From Home,"₹ 10,000 /month",Yes
Talent'd By WorldRef,Supply Chain,Work From Home,"₹ 3,000 /month +  Incentives",Yes
Upfoundr,Translation (Hindi/English to Malayalam),Work From Home,"₹ 5,000 /month",Yes
Skyhigh Technologies,QA Testing,Work From Home,"₹ 7,000 /month",Yes
Girls Slay,Media & Public Relations (PR),Work From Home,"₹ 1,500-8,000 /month",Yes
Narigiri's Connect To Universe Private Limited,German ICSE Tutoring,Work From Home,"₹ 1,500-8,000 /month",Yes
Narigiri's Connect To Universe Private Limited,Carnatic Vocals Tutoring,Work From Home,"₹ 8,000 /month",Yes
Enflexis Solutions,Marketing,Work From Home,"₹ 1,500-8,000 /month",Yes
Narigiri's Connect To Universe Private Limited,Environmental Science ICSE Tutoring,Work From Home,"₹ 1,500-8,000 /month",Yes
Narigiri's Connect To Universe Private Limited,English ICSE Tutoring,Work From Home,"₹ 5,000 /month",Yes
Egreen Farms Private Limited,Customer Support,Work From Home,"₹ 1,500-8,000 /month",Yes
Narigiri's Connect To Universe Private Limited,Geography ICSE Tutoring,Work From Home,"₹ 8,000 /month",Yes
Brandmate,Social Media Marketing,Work From Home,"₹ 1,500-8,000 /month",Yes
Narigiri's Connect To Universe Private Limited,Economics ICSE Tutoring,Work From Home,"₹ 3,000 /month",Yes
Vscale Consulting LLP,Python/Django Development,Work From Home,"₹ 3,000 /month",Yes
Greenmed Technologies,Mechatronics Engineering,Work From Home,"₹ 10,000 /month",Yes
Smitaa Nair,Video Editing and Designing,Work From Home,"₹ 5,000 /month +  Incentives",Yes
BreezyScroll,Sales Outreach And Engagement,Bangalore,"₹ 8,000-12,000 /month",No
Creative Cookie,Graphic Design & Social Media,Indore,"₹ 25,000 /month",No
Pramerica Life Insurance,Management - Service Delivery,Delhi,"₹ 2,000 /month +  Incentives",No
ZUBER QURESHI,Operations,Gurgaon,"₹ 1,000 /month +  Incentives",No
InstaSell,Business Development,Jaipur,"₹ 10,000 /month",No
House Of Candy,Marketing,Delhi,"₹ 1,000 /month",No
Alfa Tech Enterprises,Digital Marketing,Work From Home,"₹ 4,000 /month",Yes
Marketing Brains,Social Media Marketing,Mumbai,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Economics Applications ICSE Tutoring,Varanasi,"₹ 10,000 /month",No
"Anuj Kalani & Associates, Chartered Accountants",Operations,Work From Home,"₹ 5,000 /month",Yes
Vidsly Private Limited,Telecalling,Jaipur,"₹ 10,000-12,000 /month",No
Babble Wrap,Social Media Posting,Gurgaon,"₹ 10,000-15,000 /month",No
Money Making Trading Courses,Mobile App Development,Noida,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,French ICSE Tutoring,Kota,"₹ 6,000 /month",No
OpenEdge Education,Business Development (Sales),Mumbai,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Commercial Studies ICSE Tutoring,Mumbai,"₹ 10,000 /month",No
Upakarna,Social Media Content Creation,Jaipur,"₹ 5,000-6,000 /month",No
Loving Earth Yoga Cafe,Sales And Marketing,Tiruchirappalli,"₹ 10,000 /month",No
Upakarna,Customer Relations Management,Work From Home,"₹ 30,000-35,000 /month",Yes
WiJungle - by HttpCart,Golang Development,Work From Home,"₹ 1,000 /month +  Incentives",Yes
Hunter Hikers,Digital Marketing,Pitampura,"₹ 30,000-35,000 /month",No
WiJungle - by HttpCart,C++ Development,Delhi,"₹ 3,500 /month",No
Picture Dekho Productions,Talent Management,Chandigarh,"₹ 5,000 /month",No
Inspiration Digital,Social Media Marketing,Panchkula,"₹ 5,000-8,000 /month",No
Infineeds Solutions Private Limited,Content Creation,Bangalore,"₹ 15,000 /month",No
Alfalgo,Product/UI UX Design,Delhi,"₹ 2,500 /month",No
The Script Co.,Football Content Writing,Bangalore,"₹ 15,000 /month",No
Autumn Wellness Private Limited,Field Sales,Work From Home,"₹ 1,500-8,000 /month",Yes
Narigiri's Connect To Universe Private Limited,Biology ICSE Tutoring,Delhi,"₹ 3,000-5,000 /month",No
Akshit Photography,Social Media Marketing,Work From Home,"₹ 20,000-30,000 /month",Yes
Varma Capital,Brand Generalizing - Content View,Work From Home,"₹ 8,000-10,000 /month",Yes
Apeiro Energy Private Limited,Mechanical Engineering - R&D Department,Chennai,"₹ 4,500 /month",No
OliveBoard Comptech Private Limited,Affiliate Marketing,Pune,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Gujarati CBSE Tutoring,Pimpri-Chinchwad,"₹ 7,000 /month",No
Togethr,Category Management,Work From Home,"₹ 2,000 /month +  Incentives",Yes
Outgrowth,Business Development,Work From Home,"₹ 3,000 /month +  Incentives",Yes
Azhar Ali,Wordpress Website Development,Work From Home,"₹ 1,000 /month",Yes
KyuTell,Lead Generation,Hyderabad,"₹ 3,000-10,000 /month",No
Clavictor Academy Private Limited,Teaching Psychology For B.Tech Students,Work From Home,Unpaid,Yes
Divas Foundation Trust,Speaker & Content Development (English),Work From Home,"₹ 1,000 /month",Yes
Cosmopolitan Posters,Sales And Marketing,Almora,"₹ 5,000 /month +  Incentives",No
EDZLearn Services Private Limited,Designing And Animation Developing,Pune,"₹ 7,000 /month",No
Bring Your Own Business,React Native,Nashik,"₹ 5,000 /month",No
Laughter Nation,Event Management,Gurgaon,"₹ 8,500 /month",No
Dining Couture,Marketing And Business Development,Bangalore,"₹ 7,500 /month",No
The Bridge,Content Writing - Indian Sports,Delhi,"₹ 10,000 /month",No
Omikron Technologies Private Limited,Backend Development (Laravel),Thane,"₹ 8,000 /month",No
The Label Bar,E-commerce,Navi Mumbai,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Urdu CBSE Tutoring,Mumbai,"₹ 7,000-12,000 /month",No
Special Situation Advisors India Private Limited,Chartered Accountancy (CA),Greater Noida,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Marathi CBSE Tutoring,Ahmedabad,"₹ 2,000 /month +  Incentives",No
Yoodle,Business Development (Sales),Gandhinagar,"₹ 2,000-7,001 /month",No
Ticketsntrips Travel Private Limited,Travel Consulting,Delhi,"₹ 5,000 /month +  Incentives",No
Zealyug Private Limited,Sales,Ahmedabad,"₹ 3,000 /month +  Incentives",No
Dipti Kala,Social Media Managment,Work From Home,"₹ 3,000 /month +  Incentives",Yes
Yo Tours,Local Tour Guiding/Storytelling,Work From Home,"₹ 1,000 /month +  Incentives",Yes
KDS Communciations,Sales And Marketing,Work From Home,"₹ 5,000 /month",Yes
Felisha Cosmetics Private Limited,Content Writing,Work From Home,"₹ 10,000 /month",Yes
Shine Design Solutions,3D Design,Work From Home,"₹ 12,000 /month",Yes
S7works,Front End Development,Work From Home,"₹ 7,000 /month",Yes
Verner Enviro India Private Limited,Company Secretary (CS),Mumbai,"₹ 5,000 /month",No
One Place Solar,Digital Marketing,Work From Home,"₹ 2,000 /month",Yes
VisionGATE,Digital Marketing Intern,Work From Home,"₹ 3,000-5,000 /month",Yes
A2N,Customer Service,Work From Home,"₹ 6,000-8,000 /month",Yes
Starlit Ability Enhancement Services Private Limited,Child Psychology,Thane,"₹ 5,000 /month",No
Chameleon Memes,Social Media Marketing,Pune,"₹ 10,000 /month",No
Kaleidoscope,Telecalling,Noida,"₹ 5,000 /month",No
Continuum Media,Hollywood Film Development And Operations,Bangalore,"₹ 16,000 /month +  Incentives",No
Yeti-The Himalayn Kitchen,Digital Marketing & Customer Relationship Management,Gurgaon,"₹ 12,000 /month",No
Material Depot,Unity 3D Visualization (Unity Development),Bangalore,"₹ 12,000 /month",No
Lumitech Media Incorporation,Mechanical Design Engineering,Delhi,"₹ 15,000-25,000 /month",No
SBNRI - Simplifying Banking For NRIs,Backend Development,Work From Home,"₹ 2,000 /month",Yes
Vidhun LEarnify Private Limited,Public Relations,Work From Home,"₹ 4,000-8,000 /month",Yes
Top Surveying (India) Private Limited,Marketing,Work From Home,"₹ 12,000-20,000 /month",Yes
Eduixa Overseas,Sales Closure,Work From Home,"₹ 8,000 /month",Yes
Yuyiii Stays And Travels Private Limited,Content Writing,Work From Home,Unpaid,Yes
Sachkhand Foundation,Fundraising,Work From Home,"₹ 10,000 /month +  Incentives",Yes
CITS Worldwide,Mobile App Development,Work From Home,"₹ 2,000-5,000 /month",Yes
"Avkalan.ai (London, United Kingdom)",Artificial Intelligence (AI)/Machine Learning (ML),Tirupati,"₹ 25,000 /month",No
OptiMax,SME - Video Solutions PCM,Puttur,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,French CBSE Teaching,Kota,"₹ 1,500-8,000 /month",No
Narigiri's Connect To Universe Private Limited,Mathematics CBSE Teaching,Mumbai,"₹ 1,500-8,000 /month",No
